Employee_No,Attrition,Gender,Age,Education,Education_Field,Marital_Status,Department,Job_Role,Job_Level,Distance_From_Home,Business_Travel,Hourly_Rate,Daily_Rate,Monthly_Rate,Monthly_Income,Percent_Salary_Hike,Job_Involvement,Performance_Rating,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Over_Time,Stock_Option_Level,No_Companies_Worked,Total_Working_Years,Training_Times_LastYear,Years_At_Company,Years_In_Current_Role,Years_Since_LastPromotion,Years_with_Curr_Manager
392,Yes,Male,Between 39 to 44,Bachelor,Life Sciences,Divorced,Research & Development,Laboratory Technician,1,20 - 30 km,Travel_Frequently,43,920,19920,3161,22,High,Outstanding,Very High,High,Very High,Bad,Yes,1,3,11 - 20 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
393,No,Male,Between 32 to 38,Master,Life Sciences,Divorced,Research & Development,Healthcare Representative,2,20 - 30 km,Travel_Rarely,82,688,18899,5745,14,High,Excellent,Very High,Very High,Medium,Better,No,1,9,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
394,Yes,Male,Between 25 to 31,Master,Medical,Divorced,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,45,1449,14180,2373,13,High,Excellent,Low,Medium,Very High,Better,Yes,1,2,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
395,No,Female,Between 25 to 31,College,Life Sciences,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,66,1117,4488,3310,21,High,Outstanding,Very High,Very High,Very High,Better,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
396,No,Female,Between 45 to 51,Master,Life Sciences,Single,Research & Development,Research Director,5,10 - 19 km,Travel_Frequently,35,636,25594,18665,11,High,Excellent,High,Low,Very High,Better,Yes,0,9,21 - 30 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
397,No,Male,Between 32 to 38,Bachelor,Technical Degree,Single,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,30,506,26285,4485,12,High,Excellent,High,Medium,Very High,Better,No,0,4,0 - 10 years,2,0 - 10 years,0 - 5 years,6 - 10 years,6 - 10 years
399,No,Female,Between 25 to 31,Bachelor,Marketing,Divorced,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,84,444,3909,2789,11,High,Excellent,Very High,Medium,High,Good,No,1,1,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
401,Yes,Male,Between 25 to 31,Master,Marketing,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,48,950,8450,5828,12,Medium,Excellent,Very High,Very High,Medium,Better,Yes,0,1,0 - 10 years,0,0 - 10 years,6 - 10 years,6 - 10 years,0 - 5 years
403,No,Male,Between 32 to 38,Bachelor,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Frequently,53,889,11411,2326,12,High,Excellent,Medium,Very High,High,Good,Yes,3,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
404,No,Female,Between 39 to 44,Bachelor,Marketing,Married,Sales,Sales Executive,4,20 - 30 km,Travel_Frequently,77,555,14864,13525,14,High,Excellent,High,Medium,Very High,Best,No,1,5,21 - 30 years,2,11 - 20 years,0 - 5 years,0 - 5 years,6 - 10 years
405,Yes,Male,Between 18 to 24,Bachelor,Life Sciences,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,54,230,25233,1420,13,High,Excellent,High,High,High,Better,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
406,No,Male,Between 32 to 38,Bachelor,Marketing,Married,Sales,Sales Executive,3,10 - 19 km,Travel_Rarely,96,1232,5100,8020,15,High,Excellent,High,Medium,High,Good,No,2,0,11 - 20 years,3,11 - 20 years,6 - 10 years,6 - 10 years,6 - 10 years
407,No,Male,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Frequently,81,566,7122,3688,18,Very High,Excellent,High,Very High,Very High,Better,No,2,4,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
408,No,Male,Between 45 to 51,Bachelor,Medical,Divorced,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,84,1302,16321,5482,18,Low,Excellent,Very High,Medium,Very High,Better,No,1,5,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
410,No,Male,Between 39 to 44,Master,Life Sciences,Single,Sales,Manager,4,1 - 9 km,Travel_Rarely,88,334,15896,16015,19,High,Excellent,Very High,Medium,Medium,Better,No,0,1,21 - 30 years,2,21 - 30 years,6 - 10 years,0 - 5 years,0 - 5 years
411,No,Female,Between 18 to 24,Bachelor,Medical,Single,Sales,Sales Representative,1,10 - 19 km,Travel_Rarely,69,812,9724,1200,12,Medium,Excellent,Very High,High,Low,Better,No,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
412,No,Male,Between 25 to 31,College,Medical,Single,Research & Development,Healthcare Representative,2,10 - 19 km,Travel_Rarely,68,1476,4824,5661,19,Very High,Excellent,Medium,Low,High,Better,No,0,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
416,No,Male,Between 25 to 31,Bachelor,Technical Degree,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,100,218,12241,6929,11,Very High,Excellent,Medium,Very High,Medium,Good,No,1,4,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
417,No,Male,Between 39 to 44,Bachelor,Medical,Divorced,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,48,1132,10942,9613,17,Very High,Excellent,High,Very High,Low,Good,No,3,0,11 - 20 years,5,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
419,No,Female,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Laboratory Technician,2,20 - 30 km,Non-Travel,47,1105,6927,5674,15,High,Excellent,Medium,Medium,High,Better,No,1,7,11 - 20 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
420,No,Male,Between 32 to 38,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,91,906,16985,5484,14,Medium,Excellent,Very High,High,High,Good,No,1,1,11 - 20 years,3,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
421,No,Female,Between 32 to 38,College,Life Sciences,Married,Research & Development,Research Director,3,20 - 30 km,Travel_Rarely,81,849,26707,12061,17,Medium,Excellent,Low,Medium,High,Better,No,1,3,11 - 20 years,2,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
422,No,Male,52 and more than 52,Master,Life Sciences,Divorced,Research & Development,Healthcare Representative,2,1 - 9 km,Non-Travel,32,390,17056,5660,13,Low,Excellent,Very High,High,Very High,Better,Yes,1,2,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
423,No,Male,Between 25 to 31,Master,Technical Degree,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,86,691,10077,4821,12,High,Excellent,High,Very High,High,Better,Yes,1,0,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
424,No,Male,Between 25 to 31,Bachelor,Human Resources,Married,Human Resources,Human Resources,2,1 - 9 km,Travel_Rarely,62,106,17822,6410,12,Medium,Excellent,Low,Low,Very High,Better,No,0,3,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
425,No,Male,Between 45 to 51,Bachelor,Life Sciences,Divorced,Research & Development,Laboratory Technician,3,1 - 9 km,Travel_Frequently,97,1249,20308,5210,18,High,Excellent,Low,Low,Low,Better,No,1,1,21 - 30 years,2,21 - 30 years,6 - 10 years,6 - 10 years,11 - 15 years
426,No,Male,Between 25 to 31,Master,Life Sciences,Divorced,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,32,192,7747,2695,18,High,Excellent,High,Very High,Medium,Bad,Yes,1,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
428,No,Female,Between 32 to 38,Master,Life Sciences,Married,Research & Development,Manager,3,1 - 9 km,Travel_Frequently,74,553,23364,11878,11,High,Excellent,Very High,Medium,Medium,Better,No,2,6,11 - 20 years,2,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
429,No,Male,Between 39 to 44,Below college,Medical,Married,Research & Development,Manager,4,10 - 19 km,Travel_Rarely,99,117,5355,17068,14,High,Excellent,High,Low,Very High,Better,Yes,0,1,21 - 30 years,3,21 - 30 years,6 - 10 years,11 - 15 Years,6 - 10 years
430,No,Female,Between 39 to 44,Master,Life Sciences,Single,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Frequently,33,185,10675,2455,19,High,Excellent,High,Very High,Low,Better,No,0,0,0 - 10 years,5,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
431,No,Female,Between 45 to 51,College,Technical Degree,Single,Research & Development,Healthcare Representative,4,1 - 9 km,Travel_Rarely,90,1091,17810,13964,12,Medium,Excellent,High,High,Very High,Better,Yes,0,7,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
433,Yes,Male,52 and more than 52,Master,Medical,Married,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,85,723,17747,4941,15,Medium,Excellent,High,Medium,Low,Good,No,0,2,11 - 20 years,3,0 - 10 years,0 - 5 years,6 - 10 years,6 - 10 years
434,No,Female,Between 25 to 31,Bachelor,Life Sciences,Single,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,85,1220,20938,2478,12,High,Excellent,High,Medium,Medium,Good,Yes,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
436,No,Female,Between 32 to 38,College,Technical Degree,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,65,588,24624,5228,11,Medium,Excellent,High,Medium,Very High,Better,Yes,0,1,11 - 20 years,2,11 - 20 years,11 - 15 years,11 - 15 Years,6 - 10 years
437,No,Male,Between 25 to 31,Bachelor,Life Sciences,Single,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,74,1377,5242,4478,11,High,Excellent,Very High,High,Low,Better,Yes,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
438,No,Male,Between 25 to 31,Bachelor,Marketing,Divorced,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,73,691,7143,7547,12,High,Excellent,Very High,Very High,Very High,Better,No,3,4,11 - 20 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
439,No,Female,Between 32 to 38,Master,Medical,Single,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,74,1018,10557,5055,16,Very High,Excellent,Low,Very High,High,Good,No,0,7,0 - 10 years,0,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
440,Yes,Male,Between 25 to 31,Master,Medical,Married,Research & Development,Research Scientist,1,1 - 9 km,Travel_Rarely,84,1157,24737,3464,13,Low,Excellent,Low,Very High,Very High,Good,Yes,0,5,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
441,No,Female,Between 25 to 31,College,Medical,Married,Research & Development,Research Scientist,2,20 - 30 km,Travel_Rarely,64,1275,11934,5775,13,High,Excellent,Very High,Very High,Very High,Better,No,2,1,11 - 20 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
442,No,Female,Between 25 to 31,College,Life Sciences,Married,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Frequently,48,798,14034,8943,24,Medium,Outstanding,High,High,Low,Better,No,1,1,0 - 10 years,2,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
444,No,Male,Between 39 to 44,College,Medical,Married,Research & Development,Manager,5,1 - 9 km,Travel_Frequently,54,672,21141,19272,15,Medium,Excellent,High,Very High,Low,Better,No,1,1,21 - 30 years,2,21 - 30 years,6 - 10 years,11 - 15 Years,0 - 5 years
445,Yes,Female,Between 39 to 44,College,Medical,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,41,1162,17778,5238,18,High,Excellent,Very High,High,Low,Good,Yes,0,4,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
446,No,Male,Between 32 to 38,Bachelor,Marketing,Single,Sales,Sales Executive,2,10 - 19 km,Travel_Frequently,46,508,4317,4682,14,Medium,Excellent,Medium,Very High,High,Good,No,0,3,0 - 10 years,6,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
447,No,Male,Between 45 to 51,Doctor,Life Sciences,Married,Research & Development,Research Director,5,1 - 9 km,Travel_Rarely,42,1482,16375,18300,11,High,Excellent,Very High,High,Medium,Better,No,1,4,21 - 30 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
448,No,Female,Between 39 to 44,Master,Life Sciences,Divorced,Research & Development,Laboratory Technician,2,10 - 19 km,Travel_Frequently,82,559,6227,5257,11,Medium,Excellent,High,High,Medium,Best,No,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
449,No,Male,Between 25 to 31,Below college,Marketing,Married,Sales,Sales Executive,2,1 - 9 km,Non-Travel,73,210,22107,6349,13,High,Excellent,High,Medium,Very High,Better,Yes,1,0,0 - 10 years,0,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
450,No,Female,52 and more than 52,Master,Life Sciences,Single,Research & Development,Research Scientist,2,20 - 30 km,Travel_Frequently,31,928,16885,4869,12,High,Excellent,Very High,High,Very High,Good,No,0,3,11 - 20 years,4,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
451,No,Female,Between 39 to 44,Bachelor,Life Sciences,Married,Research & Development,Healthcare Representative,3,1 - 9 km,Travel_Rarely,43,1001,9262,9985,16,High,Excellent,High,Low,Low,Good,No,1,8,0 - 10 years,1,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
452,No,Male,Between 45 to 51,Master,Other,Married,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,75,549,9278,3697,14,High,Excellent,Very High,Very High,Low,Better,No,2,9,11 - 20 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
453,No,Male,Between 39 to 44,College,Medical,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,57,1124,13273,7457,22,Low,Outstanding,Medium,Very High,High,Good,Yes,3,2,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
454,Yes,Male,Between 25 to 31,Master,Other,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,77,318,4759,2119,11,Low,Excellent,Medium,Low,Very High,Good,Yes,0,1,0 - 10 years,4,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
455,No,Male,Between 25 to 31,Doctor,Other,Single,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,30,738,7621,3983,17,Medium,Excellent,Medium,Very High,High,Better,No,0,0,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
456,No,Female,Between 25 to 31,Bachelor,Marketing,Divorced,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,30,570,5431,6118,13,Medium,Excellent,Very High,High,High,Better,No,3,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,0 - 5 years
458,No,Female,Between 25 to 31,Master,Marketing,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,56,1130,3415,6214,18,High,Excellent,Medium,Medium,Low,Better,No,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
460,No,Male,Between 32 to 38,College,Medical,Divorced,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,61,1192,23177,6347,16,High,Excellent,Very High,Very High,High,Good,No,2,7,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
461,No,Male,Between 32 to 38,College,Life Sciences,Divorced,Research & Development,Research Director,3,10 - 19 km,Travel_Rarely,92,343,15682,11510,14,Medium,Excellent,High,Very High,Medium,Better,Yes,1,0,11 - 20 years,3,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
462,No,Female,Between 25 to 31,Master,Medical,Single,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Rarely,39,1232,25713,7143,14,High,Excellent,High,Very High,High,Good,Yes,0,1,11 - 20 years,2,11 - 20 years,6 - 10 years,0 - 5 years,6 - 10 years
463,No,Female,Between 25 to 31,Below college,Marketing,Divorced,Sales,Sales Executive,2,10 - 19 km,Travel_Rarely,39,144,11866,8268,14,Medium,Excellent,Very High,Medium,Low,Better,Yes,2,1,0 - 10 years,2,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
464,No,Male,Between 32 to 38,Master,Technical Degree,Single,Research & Development,Manufacturing Director,3,1 - 9 km,Travel_Rarely,62,1296,18264,8095,13,High,Excellent,High,Medium,Very High,Better,No,0,0,11 - 20 years,5,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
465,No,Male,Between 18 to 24,Below college,Life Sciences,Divorced,Research & Development,Research Scientist,1,20 - 30 km,Travel_Rarely,83,1309,16092,2904,12,High,Excellent,High,Very High,High,Good,No,2,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
466,No,Male,Between 39 to 44,Bachelor,Medical,Single,Research & Development,Manufacturing Director,2,1 - 9 km,Travel_Rarely,95,483,10110,6032,15,Medium,Excellent,Very High,Medium,Very High,Better,Yes,0,6,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
467,No,Male,Between 45 to 51,Below college,Medical,Single,Sales,Sales Representative,2,1 - 9 km,Travel_Frequently,99,1309,25751,2976,19,High,Excellent,Medium,High,Low,Better,No,0,3,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
468,No,Female,Between 39 to 44,Doctor,Life Sciences,Single,Research & Development,Research Director,4,20 - 30 km,Travel_Rarely,44,810,15901,15992,14,High,Excellent,Low,Very High,Medium,Better,No,0,2,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
469,No,Male,Between 25 to 31,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Non-Travel,61,746,16928,4649,14,High,Excellent,Very High,High,Low,Good,No,1,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
470,No,Male,Between 39 to 44,Below college,Technical Degree,Divorced,Human Resources,Human Resources,1,1 - 9 km,Travel_Rarely,52,544,24017,2696,11,High,Excellent,High,High,High,Better,Yes,1,0,0 - 10 years,5,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
471,No,Female,Between 32 to 38,Bachelor,Medical,Married,Research & Development,Laboratory Technician,1,1 - 9 km,Travel_Rarely,75,1062,3956,2370,13,High,Excellent,High,Medium,High,Better,No,1,1,0 - 10 years,4,0 - 10 years,0 - 5 years,0 - 5 years,6 - 10 years
473,No,Female,Between 45 to 51,Below college,Medical,Married,Sales,Manager,3,20 - 30 km,Travel_Rarely,91,530,23978,12504,21,High,Outstanding,Low,High,Medium,Bad,No,1,3,11 - 20 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
474,No,Male,Between 32 to 38,Bachelor,Medical,Divorced,Research & Development,Research Scientist,2,1 - 9 km,Travel_Rarely,51,1319,17001,5974,13,Very High,Excellent,High,Low,Low,Better,Yes,2,4,11 - 20 years,2,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
475,No,Female,Between 25 to 31,College,Technical Degree,Married,Sales,Sales Executive,2,20 - 30 km,Non-Travel,85,641,6069,4736,12,High,Excellent,Very High,High,Medium,Best,Yes,1,7,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
476,No,Male,Between 25 to 31,Bachelor,Life Sciences,Married,Sales,Sales Executive,2,1 - 9 km,Travel_Rarely,57,933,20156,5296,17,High,Excellent,High,High,Medium,Better,No,1,1,0 - 10 years,3,0 - 10 years,6 - 10 years,6 - 10 years,6 - 10 years
477,No,Male,Between 39 to 44,Master,Other,Single,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Rarely,98,1332,17078,6781,23,Medium,Outstanding,Low,Very High,Medium,Better,No,0,3,11 - 20 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
478,Yes,Female,Between 18 to 24,Below college,Technical Degree,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Frequently,99,756,9150,2174,11,Medium,Excellent,Low,Medium,High,Better,Yes,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
479,No,Female,Between 32 to 38,Doctor,Medical,Single,Sales,Sales Executive,2,1 - 9 km,Non-Travel,45,845,15276,6653,15,High,Excellent,Very High,Very High,Medium,Better,No,0,4,0 - 10 years,6,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
481,No,Male,Between 32 to 38,Master,Medical,Married,Sales,Sales Executive,3,1 - 9 km,Travel_Frequently,48,541,7246,9699,11,Medium,Excellent,Low,Very High,Low,Better,No,1,4,11 - 20 years,2,11 - 20 years,6 - 10 years,0 - 5 years,11 - 15 years
482,No,Male,52 and more than 52,Master,Medical,Married,Research & Development,Healthcare Representative,2,1 - 9 km,Travel_Rarely,88,593,2967,6755,11,High,Excellent,Very High,High,High,Better,No,0,2,11 - 20 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
483,No,Female,Between 39 to 44,Master,Life Sciences,Married,Research & Development,Laboratory Technician,1,10 - 19 km,Travel_Rarely,46,1171,22495,2213,13,Very High,Excellent,Very High,High,High,Better,Yes,1,3,0 - 10 years,3,0 - 10 years,6 - 10 years,0 - 5 years,6 - 10 years
484,No,Male,Between 18 to 24,College,Medical,Single,Sales,Sales Representative,1,1 - 9 km,Non-Travel,39,895,2851,2610,24,High,Outstanding,Low,Very High,High,Good,No,0,1,0 - 10 years,3,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
485,Yes,Female,Between 32 to 38,Bachelor,Marketing,Single,Sales,Sales Representative,1,1 - 9 km,Travel_Rarely,34,350,9150,2851,13,High,Excellent,Very High,High,Medium,Better,Yes,0,1,0 - 10 years,2,0 - 10 years,0 - 5 years,0 - 5 years,0 - 5 years
